모집 시작일,프로젝트 명,모집 마감일,직군,레벨,경력,예상 금액,월 금액,예상 기간,구인 유형,구인 배경,프로젝트 산업 분야,근무 지역,근무 시간
2026.2.19,수납시스템(ETAX) Batch/Demon/API 개발,2026.2.25,백엔드 개발자,테크 리드,11년 차 이상,88000000.00000000000000000001,8000000,330,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,금융•은행업,서울특별시 중구 시청역 부근,오전 9시 ~ 오후 6시
2026.2.19,VMware 기반 클라우드 서비스 및 자동화 운영,2026.2.25,클라우드 엔지니어,테크 리드,8~15년 차,108000000,9000000,360,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,제조•생산•화학업,경기도 용인시 기흥구,오전 9시 ~ 오후 6시
2026.2.19,Flutter 기반 AI튜터 앱 개발 (주 20시간 재택근무),2026.3.5,프론트엔드 개발자,시니어,8~10년 차,36000000,3000000,360,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,,주 20시간 탄력근무(자율 출퇴근)
2026.2.19,Nest.js/AWS 기반 AI튜터 앱 백엔드 개발 (주 20시간 재택),2026.2.20,백엔드 개발자,시니어,8~10년 차,36000000,3000000,360,사내 프로젝트에 필요한 인력을 구인합니다.,,IT•정보통신업,,주 20시간 탄력근무(자율 출퇴근)
2026.2.19,GCP 기반 클라우드 인프라 구축 및 운영 엔지니어,2026.3.5,클라우드 엔지니어,미드 레벨,3~5년 차,27000000,4500000,180,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강남구 역삼역 5번 출구 인근,오전 9시 ~ 오후 6시
2026.2.13,모니터링 시스템 Java/Spring Boot 백엔드 개발,2026.2.27,백엔드 개발자,"주니어,미드 레벨,시니어","1~5년 차,6~9년 차,10~12년 차",76999999.99999999999999999999,7000000,330,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,제조•생산•화학업,서울특별시 송파구,오전 8시 ~ 오후 5시
2026.2.13,Nexacro/Java기반 학사/입시/행정시스템 유지보수 개발,2026.3.6,풀스택 개발자,미드 레벨,3~5년 차,55000000.00000000000000000001,5000000,330,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,교육업,경상북도 문경시 미팅 시 공유,오전 9시 ~ 오후 6시
2026.2.19,Spring Boot 백엔드 개발,2026.3.19,백엔드 개발자,미드 레벨,4~7년 차,15000000.00000000000000000000,5000000,90,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 영등포구 여의도,오전 9시 ~ 오후 6시
2026.2.13,글로벌 D2C 브랜드 AI  테크 리드 PL(주3~4일 재택),2026.2.26,PL (프로젝트 리더),테크 리드,11년 차 이상,32000000.00000000000000000000,8000000,120,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,미디어•광고업,서울특별시 서초구 서초대로398,오전 9시 ~ 오후 6시
2026.2.12,기 운영중인 웹사이트 기능 추가 개발,2026.2.26,풀스택 개발자,미드 레벨,4~7년 차,10000000.00000000000000000000,5000000,60,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,교육업,서울특별시 마포구 상암,오전 9시 30분 ~ 오후 6시 30분
2026.2.12,기 운영중인 웹사이트 기능 추가 개발,2026.2.12,풀스택 개발자,미드 레벨,4~7년 차,10000000.00000000000000000000,5000000,60,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,교육업,서울특별시 마포구 상암,오전 9시 30분 ~ 오후 6시 30분
2026.2.12,공공기관 홈페이지 프로젝트 제안서 작성 및 기획,2026.2.26,서비스 기획자,미드 레벨,4~9년 차,10000000.00000000000000000000,5000000,60,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,경기도 용인시 수지구 포은대로59번길37 시그니처광교1차 610호,오전 9시 ~ 오후 6시
2026.2.12,은행권 자동화기기(키오스크 등) 화면 C#/WPF 개발,2026.2.26,프론트엔드 개발자,시니어,6~20년 차,45000000,7500000,180,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,금융•은행업,서울특별시 중구 을지로,오전 9시 ~ 오후 6시
2026.2.12,React 기반 신규 기능 개발 ,2026.2.26,프론트엔드 개발자,시니어,7~15년 차,30000000,7500000,120,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,경기도 성남시 분당구 두산타워,오전 8시 30분 ~ 오후 5시 30분
2026.2.12,React 기반 서비스 운영 및 유지보수 SM 개발,2026.2.26,프론트엔드 개발자,미드 레벨,4~10년 차,24800000.00000000000000000000,6200000,120,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,경기도 성남시 분당구 두산타워,오전 8시 30분 ~ 오후 5시 30분
2026.2.12,Python/AWS 기반 B2B 연계 시스템 풀스택 개발,2026.2.26,풀스택 개발자,미드 레벨,4~7년 차,25000000.00000000000000000000,5000000,150,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 영등포구 여의도,오전 9시 ~ 오후 6시
2026.2.12,Spring Boot 기반 글로벌 SaaS 솔루션 백엔드 개발,2026.2.26,백엔드 개발자,"미드 레벨,시니어","4~7년 차,8~10년 차",28000000.00000000000000000000,7000000,120,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 강남구 봉은사역 근처,오전 9시 ~ 오후 6시
2026.2.11,Next.js/Supabase 기반 O2O 통신·중고폰 플랫폼 개발,2026.3.11,풀스택 개발자,미드 레벨,4~7년 차,60000000.00000000000000000001,5000000,360,사내 프로젝트에 필요한 인력을 구인합니다.,,판매•유통업,"인천광역시 부평구 부평대로 301, 남광센트렉스 502호",오전 10시 ~ 오후 7시
2026.2.11,미래에셋생명 채팅 고도화 Java 개발,2026.3.4,풀스택 개발자,미드 레벨,6~9년 차,54999999.99999999999999999999,5500000,300,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,금융•은행업,서울특별시 영등포구 여의도,오전 9시 ~ 오후 6시
2026.2.11,React 프런트엔드 개발(퍼블리싱 포함),2026.2.12,프론트엔드 개발자,미드 레벨,4~7년 차,12000000,6000000,60,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,경기도 성남시 분당구 두산타워,오전 8시 30분 ~ 오후 5시 30분
2026.2.11,이민 수속 고객관리 CRM 백엔드 개발,2026.2.25,백엔드 개발자,미드 레벨,4~5년 차,9000000,4500000,60,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 영등포구 여의도역 1분거리,오전 10시 ~ 오후 7시
2026.2.11, 브랜드 커뮤니케이션 디자인 및 CI/BI 디자인 (재택근무 협의 가능),2026.2.25,콘텐츠 디자이너,미드 레벨,2~5년 차,23999999.99999999999999999999,4000000,180,사내 프로젝트에 필요한 인력을 구인합니다.,,IT•정보통신업,서울특별시 영등포구 국제금융로2길 36 유화증권빌딩 8-9층,오전 8시 ~ 오후 5시
2026.2.11,거래 플랫폼 시스템 로직 설계 및 정책 기획 (재택근무),2026.2.13,서비스 기획자,시니어,8~12년 차,5000000.000000000000000000001,5000000,30,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,,오전 9시 ~ 오후 6시
2026.2.11,AI 웹 및 모바일 앱 UXUI 디자인 (근무조건 협의가능),2026.2.25,UI/UX 디자이너,주니어,1~3년 차,5200000.000000000000000000000,2600000,60,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,경기도 성남시 수정구 위례광장로 328,오전 10시 ~ 오후 7시
2026.2.11,삼성전자 CMC AWS DBA ,2026.2.24,DBA,미드 레벨,4~7년 차,60000000,6000000,300,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,결원이 발생하여 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 서초구 아이티센빌딩,오전 9시 ~ 오후 6시
2026.2.11,React/antD 기반 서비스 운영 및 유지보수 SM 개발,2026.2.12,프론트엔드 개발자,미드 레벨,4~10년 차,24800000.00000000000000000000,6200000,120,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,경기도 성남시 분당구 두산타워,오전 8시 30분 ~ 오후 5시 30분
2026.2.11,React/antD 기반 신규 기능 개발 ,2026.2.12,프론트엔드 개발자,시니어,7~15년 차,30000000,7500000,120,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,경기도 성남시 분당구 두산타워,오전 8시 30분 ~ 오후 5시 30분
2026.2.11,증권사 VDI 운영 및 시스템 관리 엔지니어,2026.2.25,인프라 엔지니어,미드 레벨,3~7년 차,68400000,5700000,360,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 영등포구 여의도 근무,오전 9시 ~ 오후 6시
2026.2.10,Vue 기반 영업관리 시스템 웹앱 퍼블리싱,2026.2.24,퍼블리셔,미드 레벨,4~7년 차,5499999.999999999999999999999,5500000,30,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,"경기도 성남시 중원구 성남대로 1126, 602호",오전 9시 ~ 오후 6시
2026.2.10,VC++/MFC 기반 양산 테스트 설비 제어 프로그램 개발,2026.3.10,풀스택 개발자,시니어,7~15년 차,90000000,7500000,360,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,제조•생산•화학업,경기도 화성시 삼성1로 332-7,오전 9시 ~ 오후 6시
2026.2.11,React/TypeScript 기반 AI 보안솔루션 프론트엔드 개발,2026.2.25,프론트엔드 개발자,미드 레벨,4~5년 차,27000000,4500000,180,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,경기도 성남시 분당구 판교로 228번길 15 윈스테크넷동,오전 9시 ~ 오후 6시
2026.2.10,Spring Boot 기반 이커머스 통합관리 플랫폼 백엔드 개발,2026.2.24,백엔드 개발자,미드 레벨,4~5년 차,7999999.999999999999999999998,4000000,60,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 금천구 가산디지털1로 30,오전 9시 ~ 오후 6시
2026.2.9,글로벌 SaaS 프로젝트 관리 솔루션 적용 분석/설계,2026.3.2,PM (프로덕트 매니저),시니어,8~15년 차,40000000.00000000000000000000,10000000,120,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강남구 봉은사역 부근,오전 9시 ~ 오후 6시
2026.2.9,SK하이닉스 지능형 Global One ERP,2026.2.25,풀스택 개발자,"시니어,테크 리드","8~10년 차,경력 무관",132000000.0000000000000000000,11000000,360,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,제조•생산•화학업,"경기도 성남시 분당구 정자일로 155(정자동, 분당두산타워) SW개발센터",오전 9시 ~ 오후 6시
2026.2.9,EDR 보안 솔루션 엔지니어,2026.3.6,클라우드 보안 엔지니어,미드 레벨,5~9년 차,19200000,4800000,120,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강남구 삼성로511 아이콘 삼성,오전 9시 ~ 오후 6시
2026.2.9,CAN 통신 인증 프로그램 개발,2026.2.23,백엔드 개발자,"시니어,미드 레벨","8~10년 차,4~7년 차",18000000,6000000,90,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,서비스업,서울특별시 송파구,오전 8시 30분 ~ 오후 5시 30분
2026.2.9,Web 기반 AI 법률 상담서비스 기획 및 디자인,2026.2.26,UI/UX 디자이너,주니어,1~3년 차,9000000,3000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,,인천광역시 부평구 한라비발디 오피스텔,오전 9시 ~ 오후 6시
2026.2.10,정책 데이터 자동화 및 최저가 산출 시스템 개발,2026.3.3,풀스택 개발자,미드 레벨,5~7년 차,60000000.00000000000000000001,5000000,360,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,부산광역시 기장군 미팅 시 공유,오전 9시 ~ 오후 6시
2026.2.9,Web 기반 AI 법률 상담서비스 풀스택 개발,2026.2.26,풀스택 개발자,주니어,1~3년 차,9000000,3000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,,인천광역시 부평구 한라비발디 오피스텔,오전 9시 ~ 오후 6시
2026.2.10,Java 기반 부동산 SM 프로젝트 풀스택 유지보수 개발,2026.3.10,풀스택 개발자,"미드 레벨,시니어","5~9년 차,10년 차 이상",62999999.99999999999999999999,7000000,270,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,서비스업,서울특별시 강남구 역삼역 근처,오전 9시 ~ 오후 6시
2026.2.6,C/텐덤 기반 카드사 승인업무 운영 및 개발,2026.2.10,풀스택 개발자,테크 리드,11년 차 이상,178500000.0000000000000000000,8500000,630,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,금융•은행업,서울특별시 영등포구 여의도 위치,오전 9시 ~ 오후 6시
2026.2.6,은행 프로젝트 PMO /QA,2026.2.20,QA 엔지니어,미드 레벨,6~9년 차,27000000,4500000,180,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,금융•은행업,서울특별시 마포구 공덕역 도보 5분 ,오전 9시 ~ 오후 6시
2026.2.6,노코드/바이브코딩 기반 웹앱 MVP 풀스택 개발 (재택근무 / 시간 협의 가능),2026.2.20,풀스택 개발자,주니어,1~3년 차,5000000.000000000000000000000,2500000,60,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,,오전 12시 ~ 오후 11시 59분
2026.2.6,RTOS 기반 MCU 펌웨어 C/C++ 개발,2026.2.20,풀스택 개발자,시니어,10~15년 차,52000000.00000000000000000001,6500000,240,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,제조•생산•화학업,서울특별시 영등포구 보라매역 인근,오전 8시 30분 ~ 오후 5시 30분
2026.2.6,CDP(클라우드 진단 플랫폼) 양산화 B/E 개발,2026.2.27,백엔드 개발자,시니어,5~12년 차,0,0,330,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 송파구 방이역 근처,오전 8시 ~ 오후 5시
2026.2.6,F/R/P 스캔 장비 후속 FW 개발 및 포팅 (FreeRTOS/CAN),2026.2.27,풀스택 개발자,시니어,5~12년 차,0,0,240,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 송파구 방이역 근처,오전 8시 ~ 오후 5시
2026.2.6,Vehicle CAN 수집 및 BT/Flash 제어 펌웨어 개발,2026.2.27,풀스택 개발자,시니어,5~12년 차,0,0,300,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 송파구 방이역 근처,오전 8시 ~ 오후 5시
2026.2.6,테크 리드 개발자(팀장급) ,2026.3.4,백엔드 개발자,테크 리드,15년 차 이상,0,0,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,미디어•광고업,서울특별시 강남구 학동로336,오전 9시 30분 ~ 오후 6시 30분
2026.2.6,Unity 기반 빌딩 디지털 트윈 관제 시스템 개발 ,2026.2.20,풀스택 개발자,시니어,11년 차 이상,28000000.00000000000000000000,7000000,120,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강서구 396 팬코타워 5층,오전 9시 ~ 오후 6시
2026.2.6,스마트면세점 구축 기획,2026.2.10,서비스 기획자,"시니어,미드 레벨","8~10년 차,4~7년 차",0,0,105,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,서비스업,서울특별시 중구 을지로입구역 근처,오전 9시 ~ 오후 6시
2026.2.9,농협은행 전자금융 설계/개발,2026.3.6,풀스택 개발자,시니어,9~15년 차,0,0,360,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,금융•은행업,경기도 의왕시,오전 9시 ~ 오후 6시
2026.2.9,농협은행 글로벌 차세대 여신 대손충당금 설계 개발,2026.3.6,풀스택 개발자,시니어,9~15년 차,0,0,420,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,금융•은행업,경기도 의왕시,오전 9시 ~ 오후 6시
2026.2.5,.NET WPF 기반 인터넷전화 프로그램 기능 추가 및 유지보수 개발,2026.2.19,프론트엔드 개발자,시니어,10년 차 이상,14000000.00000000000000000000,7000000,60,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 영등포구 문래동,오전 9시 ~ 오후 6시
2026.2.5,홈쇼핑 상품 정보 수집하는 크롤러 개발(주30시간/재택),2026.2.18,백엔드 개발자,미드 레벨,4~7년 차,3000000,3000000,30,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,판매•유통업,,주 30시간 탄력근무(자율 출퇴근)
2026.2.4,사족보행로봇 커스터마이징 프로젝트 테크니컬 PM,2026.2.18,PM (프로젝트 매니저),시니어,8~15년 차,48000000.00000000000000000001,8000000,180,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,제조•생산•화학업,경기도 광명시 광명/서울/포항/부산 소재 office 중 선택 가능( 경기/서울권 선호 ),주 40시간 탄력근무(자율 출퇴근)
2026.2.4,Android/Java Spring 모니터링 시스템 유지보수(앱/백엔드 풀스택),2026.2.13,풀스택 개발자,"주니어,미드 레벨,시니어","1~5년 차,6~9년 차,10~12년 차",76999999.99999999999999999999,7000000,330,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,제조•생산•화학업,서울특별시 송파구,오전 8시 ~ 오후 5시
2026.2.4,금융 IT 프로젝트 매니저(주 2일 재택 가능),2026.2.18,PM (프로젝트 매니저),미드 레벨,5~15년 차,50000000.00000000000000000000,10000000,150,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,금융•은행업,부산광역시 강서구 미음산단로127번길 21,오전 9시 ~ 오후 6시
2026.2.4,DevOps 엔지니어 CI/CD 운영 및 구축 ,2026.2.18,DevOps/SRE 엔지니어,시니어,8~10년 차,78000000.00000000000000000001,6500000,360,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,결원이 발생하여 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 용산구 한강대로372,오전 9시 ~ 오후 6시
2026.2.4,Java/K8S 기반 대용량 이미지 처리 시스템 운영 백엔드 개발,2026.3.4,백엔드 개발자,미드 레벨,4~10년 차,24000000,6000000,120,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,경기도 성남시 분당구 두산타워,오전 8시 30분 ~ 오후 5시 30분
2026.2.4,React/antD 기반 서비스 운영 SM 개발 및 퍼블리싱,2026.2.11,프론트엔드 개발자,미드 레벨,4~10년 차,24000000,6000000,120,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,경기도 성남시 분당구 두산타워,오전 8시 30분 ~ 오후 5시 30분
2026.2.4,스마트 매장 운영 솔루션 UX 기획,2026.2.18,UX 기획자,미드 레벨,5~10년 차,65999999.99999999999999999999,5500000,360,사내 프로젝트에 필요한 인력을 구인합니다.,결원이 발생하여 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강남구 도산대로6길 12,오전 9시 ~ 오후 6시
2026.2.4,커뮤니티 플랫폼 Python/Django 백엔드 개발,2026.3.3,백엔드 개발자,주니어,1~3년 차,19800000,3300000,180,사내 프로젝트에 필요한 인력을 구인합니다.,,IT•정보통신업,"경기도 성남시 분당구 판교로228번길 15, 판교세븐벤처밸리1 3동 7층 (주)판도라티비",오전 9시 30분 ~ 오후 6시 30분
2026.2.4,농협 신탁 프로젝트 유지보수(SM),2026.2.18,백엔드 개발자,시니어,8~10년 차,90000000,7500000,360,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,결원이 발생하여 작업자를 구인하고 있습니다.,금융•은행업,경기도 의왕시 성고개로59,오전 9시 ~ 오후 6시
2026.2.3,Canvas/JavaScript 기반 웹 에디터 풀스택 개발(재택 협의),2026.2.17,풀스택 개발자,미드 레벨,4~7년 차,15000000.00000000000000000000,5000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,서비스업,경기도 파주시 법원읍,주 40시간 탄력근무(자율 출퇴근)
2026.2.3,글로벌 SaaS 프로젝트 관리 솔루션 커스터마이징 PM,2026.2.9,PM (프로덕트 매니저),시니어,8~10년 차,40000000.00000000000000000000,10000000,120,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강남구 봉은사역 부근,오전 9시 ~ 오후 6시
2026.2.3,WEB OS 서비스의 개발 및 최적화를 위한 기획,2026.2.17,서비스 기획자,미드 레벨,3~5년 차,7999999.999999999999999999998,4000000,60,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,경기도 용인시 수지구 포은대로59번길37 시그니처광교1차 610호,오전 9시 ~ 오후 6시
2026.2.3,React Native 기반 사내 HRMS·업무지원 앱 개발 (재택근무),2026.2.17,모바일 앱 개발자,미드 레벨,4~7년 차,15000000.00000000000000000000,5000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,,오전 8시 ~ 오후 5시
2026.2.3,Java/Spring 기반 SI 프로젝트 풀스택 개발 (재택근무),2026.2.17,풀스택 개발자,미드 레벨,4~5년 차,9000000,3000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,결원이 발생하여 작업자를 구인하고 있습니다.,미디어•광고업,,오전 9시 ~ 오후 6시
2026.2.2,AI 인프라 풀스택 개발 (재택근무),2026.2.16,풀스택 개발자,미드 레벨,3~10년 차,18000000,6000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,,주 40시간 탄력근무(자율 출퇴근)
2026.2.2,Java 기반 제조업 운영 프로그램 백엔드 개발,2026.2.16,백엔드 개발자,시니어,5~10년 차,18000000,6000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,제조•생산•화학업,서울특별시 동작구,오전 8시 30분 ~ 오후 5시 30분
2026.2.2,제품 판매화 편집 디자인,2026.2.16,콘텐츠 디자이너,주니어,1~3년 차,36000000,3000000,360,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,제조•생산•화학업,경기도 광명시 소하로 190 ,오전 10시 ~ 오후 5시 30분
2026.2.2,금융 IT 프로젝트 매니저(주 2일 재택 가능),2026.2.4,PM (프로젝트 매니저),미드 레벨,5~8년 차,35000000.00000000000000000000,7000000,150,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,금융•은행업,부산광역시 강서구 미음산단로127번길 21,오전 9시 ~ 오후 6시
2026.2.2,삼성전자GMO GCP  데이터 엔지니어,2026.2.24,데이터 엔지니어,시니어,6~12년 차,71500000.00000000000000000001,6500000,330,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,"서울특별시 서초구 반포대로 13 (서초동, 아이티센빌딩)",오전 9시 ~ 오후 6시
