모집 시작일,프로젝트 명,모집 마감일,직군,레벨,경력,예상 금액,월 금액,예상 기간,구인 유형,구인 배경,프로젝트 산업 분야,근무 지역,근무 시간
2026.2.2,삼성전자GMO GCP 운영 TA,2026.2.21,TA (테크니컬 아키텍트),시니어,8~12년 차,82500000,7500000,330,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,"서울특별시 서초구 반포대로 13 (서초동, 아이티센빌딩)",오전 9시 ~ 오후 6시
2026.2.2,삼성전자MCM GoLang 백엔드 개발자,2026.2.2,백엔드 개발자,시니어,6~12년 차,88000000.00000000000000000001,8000000,330,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,"서울특별시 서초구 반포대로 13 (서초동, 아이티센빌딩)",오전 9시 ~ 오후 6시
2026.2.2,FPGA 기반 신호처리 알고리즘 임베디드 개발 (재택근무),2026.2.4,풀스택 개발자,미드 레벨,3~5년 차,3500000.000000000000000000001,3500000,30,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강서구 마곡,오전 9시 ~ 오후 6시
2026.1.30,데이터 수집 및 API 백엔드 개발 (Python/Node.js/Java 중 택 1),2026.2.13,백엔드 개발자,미드 레벨,3~5년 차,7999999.999999999999999999998,4000000,60,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 영등포구 오투타워,오전 10시 ~ 오후 7시
2026.1.30,Nexacro/Java기반 학사/입시/행정시스템 유지보수 개발(재택근무),2026.2.13,풀스택 개발자,미드 레벨,3~5년 차,33000000,3000000,330,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,교육업,경상북도 문경시 경상북도 문경시 호계면 대학길 161,오전 9시 ~ 오후 6시
2026.2.2,기 제작된 React 기반 웹 수정 및 유지보수(재택 근무),2026.2.13,프론트엔드 개발자,미드 레벨,4~5년 차,15000000.00000000000000000000,5000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,서비스업,,오전 9시 ~ 오후 6시
2026.2.2,기 제작된 PUG 기반 웹 수정 및 유지보수(재택 근무),2026.2.13,프론트엔드 개발자,미드 레벨,4~5년 차,15000000.00000000000000000000,5000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,서비스업,,오전 9시 ~ 오후 6시
2026.1.30,고객 관리 서비스 백엔드 개발,2026.2.13,백엔드 개발자,미드 레벨,4~5년 차,13500000,4500000,90,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 영등포구 오투타워 ,오전 10시 ~ 오후 7시
2026.1.30,Kotlin 기반 통화상태 감지 안드로이드 앱 개발,2026.2.13,Android 개발자,미드 레벨,3~7년 차,18000000,6000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,경기도 고양시 덕양구 미팅 시 공유,오전 9시 ~ 오후 6시
2026.2.2,융자 업무 기간계/체널계 대응 JAVA 개발,2026.2.16,백엔드 개발자,"시니어,테크 리드","8~10년 차,11년 차 이상",64000000.00000000000000000001,8000000,240,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,금융•은행업,서울특별시 영등포구 여의도,오전 9시 ~ 오후 6시
2026.1.30,대형 커머스 UX PM 고도화 운영 (재택근무),2026.2.13,PM (프로덕트 매니저),시니어,3~15년 차,41999999.99999999999999999999,7000000,180,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,결원이 발생하여 작업자를 구인하고 있습니다.,판매•유통업,,오전 9시 ~ 오후 6시
2026.1.30,바이오/헬스케어 시스템 Web 플랫폼 전환 서비스 기획/PM,2026.2.12,UX 기획자,시니어,3~15년 차,69999999.99999999999999999999,7000000,300,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,의료•제약업,서울특별시 송파구 KT송파타워,오전 8시 30분 ~ 오후 5시 30분
2026.1.30,바이오 및 헬스케어 통합 시스템 UI 디자인,2026.2.12,UI/UX 디자이너,시니어,3~15년 차,65000000.00000000000000000001,6500000,300,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,의료•제약업,서울특별시 송파구 KT 송파타워,오전 8시 34분 ~ 오후 5시 30분
2026.1.30,Jira/Confluence 기반 금융사 업무 협업 방식 개선 및 제안,2026.2.13,서비스 기획자,시니어,8~10년 차,24000000.00000000000000000000,8000000,90,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 영등포구 국제금융로56,오전 8시 ~ 오후 5시
2026.2.6,PDA/MES 웹 파트 프런트 및 백엔드 개발 (협의 후 재택 조율 가능),2026.2.20,풀스택 개발자,시니어,4~7년 차,36000000,6000000,180,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,의료•제약업,대구광역시 달성군 다사읍 세천로7길 45,오전 9시 ~ 오후 6시
2026.1.30,금융 IT 프로젝트 매니저(PM),2026.2.2,PM (프로젝트 매니저),시니어,5~15년 차,40000000.00000000000000000000,10000000,120,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,금융•은행업,부산광역시 강서구 미음산단로127번길 21,오전 9시 ~ 오후 6시
2026.1.30,vue2/Spring Boot 기반 유통업 WMS 풀스택 개발,2026.2.13,풀스택 개발자,시니어,5~10년 차,26000000.00000000000000000000,6500000,120,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강서구 양천로 570,오전 9시 ~ 오후 6시
2026.1.29,스마트 매장 운영 솔루션 UX 기획,2026.2.4,UX 기획자,미드 레벨,5~10년 차,65999999.99999999999999999999,5500000,360,사내 프로젝트에 필요한 인력을 구인합니다.,결원이 발생하여 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강남구 도산대로6길 12,오전 9시 ~ 오후 6시
2026.1.29,공공 SI 사업 정보보안 컨설팅 및 인프라 보안,2026.1.30,클라우드 보안 엔지니어,"테크 리드,미드 레벨","12년 차 이상,4~7년 차",50999999.99999999999999999999,8500000,180,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,판매•유통업,서울특별시 종로구 종로5가 프로젝트 룸 사무실,오전 9시 30분 ~ 오후 6시 30분
2026.1.29,C# .NET Core 기반 레거시 시스템 전환 분석 및 구현,2026.2.19,풀스택 개발자,미드 레벨,4~10년 차,39000000.00000000000000000001,6500000,180,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,제조•생산•화학업,경기도 오산시 가장산업동로 37 아모레퍼시픽 오산공장,오전 8시 30분 ~ 오후 5시 30분
2026.1.29,Node Red 기반 데이터 수집 및 사용자 대시보드 개발(주 2.5일 근무/재택 협의 가능),2026.2.9,PL (프로젝트 리더),미드 레벨,경력 무관,7500000.000000000000000000000,2500000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,건설업,경기도 하남시 감일백제로97 ( 재택 협의 가능 ) ,주 20시간 탄력근무(자율 출퇴근)
2026.1.29,.Net MVC 기반 사내 포탈 개발 및 유지보수,2026.2.12,풀스택 개발자,미드 레벨,4~8년 차,36000000,6000000,180,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,제조•생산•화학업,경기도 용인시 기흥구 삼성전자 사업장,오전 9시 ~ 오후 6시
2026.1.29,Java/Spring 기반 위치기반 서비스 웹 개발 (4일 재택근무),2026.2.12,풀스택 개발자,미드 레벨,4~5년 차,7000000.000000000000000000002,3500000,60,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강남구 미팅 시 공유,오전 9시 ~ 오후 6시
2026.1.29,API 연동 및 데이터 가공 시스템 백엔드 리드 개발,2026.2.12,풀스택 개발자,미드 레벨,4~7년 차,30000000.00000000000000000001,5000000,180,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 관악구 구로디지털단지역 부근,오전 10시 ~ 오후 7시
2026.2.2,웹 기반 차량 외관 검사 시스템 풀스택 개발,2026.2.11,풀스택 개발자,미드 레벨,4~7년 차,5000000.000000000000000000001,5000000,30,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강남구 미팅 시 공유,오전 9시 ~ 오후 6시
2026.1.28,Python/LangChain 기반 LLM 애플리케이션 AI 기능 개발,2026.2.4,AI/ML/Data 엔지니어,미드 레벨,1~15년 차,41999999.99999999999999999999,7000000,180,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 성동구 연무장 5길 9-16,오전 9시 ~ 오후 6시
2026.1.28,Next 프런트엔드 개발,2026.2.11,프론트엔드 개발자,미드 레벨,3~5년 차,3500000.000000000000000000001,3500000,30,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,의료•제약업,서울특별시 마포구 홍대 or 대구 대구은행 부근 or 경남 부산대양산병원 부근 중 택 1 ,오전 9시 ~ 오후 6시
2026.1.28,Azure/CosmosDB 기반 갤럭시스토어 DBA,2026.2.11,DBA,테크 리드,11년 차 이상,34000000.00000000000000000000,8500000,120,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 구로구 신도림 디큐브시티 오피스동,오전 9시 ~ 오후 6시
2026.1.28,LMS 플랫폼 신규 과제 개발(풀스택),2026.2.20,풀스택 개발자,시니어,6~12년 차,21000000.00000000000000000000,7000000,90,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강서구 LG사이언스파크(발산),오전 9시 ~ 오후 6시
2026.1.28,Flutter 기반 위치기반 업체 중계/광고 플랫폼 앱 개발,2026.1.29,모바일 앱 개발자,미드 레벨,4~5년 차,7999999.999999999999999999998,4000000,60,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강남구 미팅 시 공유,오전 9시 ~ 오후 6시
2026.1.27,C++/Raspberry Pi 기반 농업 IoT 통신 모듈 리팩토링 (재택 협의),2026.2.5,SA (소프트웨어 아키텍트),시니어,8~10년 차,12000000,6000000,60,사내 프로젝트에 필요한 인력을 구인합니다.,,제조•생산•화학업,"서울특별시 서초구 효령로 17, 2층",주 40시간 탄력근무(자율 출퇴근)
2026.1.28,Excel 기반 매크로 프로그램 시각화 개선 및 적용,2026.2.11,UX 기획자,주니어,1~3년 차,6000000,3000000,60,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,제조•생산•화학업,인천광역시 서구 청라 SK V1 820호,오전 8시 30분 ~ 오후 5시 30분
2026.1.28,이민 수속 고객관리 CRM 백엔드 개발,2026.1.30,백엔드 개발자,미드 레벨,4~5년 차,9000000,4500000,60,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 영등포구 여의도역 1분거리,오전 10시 ~ 오후 7시
2026.1.27,LLM 기반 AI Agent 아키텍처 설계 및 기술 리딩,2026.2.10,PL (프로젝트 리더),테크 리드,11년 차 이상,41999999.99999999999999999999,7000000,180,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 서초구,오전 9시 ~ 오후 6시
2026.1.27,Django 기반 선박관리시스템 배포 고도화 및 운영 지원,2026.2.10,풀스택 개발자,시니어,10년 차 이상,120000000.0000000000000000000,10000000,360,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,제조•생산•화학업,부산광역시 동구 중앙대로 331,오전 9시 ~ 오후 6시
2026.1.27,Django/React 기반 선박관리시스템 개발,2026.2.10,풀스택 개발자,시니어,10년 차 이상,120000000.0000000000000000000,10000000,360,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,제조•생산•화학업,부산광역시 동구 중앙대로 331,오전 9시 ~ 오후 6시
2026.1.27,Python/Appium 기반 웹 데이터 수집 자동화 시스템 개발,2026.2.10,백엔드 개발자,주니어,1~3년 차,10500000.00000000000000000000,3500000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,경기도 시흥시 베니스스퀘어,오전 10시 ~ 오후 7시
2026.1.26,ASP.NET 기반 무인 스터디카페 웹/앱 프론트엔드 개발,2026.2.9,프론트엔드 개발자,"미드 레벨,시니어","4~7년 차,8~10년 차",18000000,6000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강남구 도산대로6길 12,오전 9시 ~ 오후 6시
2026.1.26,Python/AWS 기반 B2B 연계 시스템 풀스택 개발,2026.2.11,풀스택 개발자,"시니어,미드 레벨","8~10년 차,4~7년 차",34000000.00000000000000000000,6800000,150,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 영등포구 여의도,오전 9시 ~ 오후 6시
2026.1.26,Python/React 기반 그룹사 임직원용 LLM 챗봇 서비스 개발 및 유지보수,2026.1.29,풀스택 개발자,시니어,7년 차 이상,15460000.00000000000000000000,7730000,60,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,서비스업,서울특별시 강서구 미팅 시 공유,오전 9시 ~ 오후 6시
2026.1.26,Python/FastAPI 기반 AI CRM 통합시스템 백엔드 개발,2026.1.28,백엔드 개발자,미드 레벨,4~5년 차,13500000,4500000,90,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 영등포구 여의도역 1분거리,오전 10시 ~ 오후 7시
2026.1.26,Embedded C 기반 MCU 펌웨어 마이그레이션 및 빌드 정리 (3주 근무),2026.1.30,풀스택 개발자,미드 레벨,5~7년 차,3150000,4500000,21,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 성동구 미팅 시 공유,오전 9시 ~ 오후 6시
2026.1.23,B2B 에너지 관리 시스템 UI/UX 디자인 시스템 구축 (재택근무),2026.1.27,UI/UX 디자이너,미드 레벨,2~3년 차,6600000.000000000000000000000,2200000,90,사내 프로젝트에 필요한 인력을 구인합니다.,결원이 발생하여 작업자를 구인하고 있습니다.,IT•정보통신업,,주 40시간 탄력근무(자율 출퇴근)
2026.1.23,웹 플랫폼/자사몰/모바일앱 풀스택 개발(주 2~3일 재택 근무 가능),2026.2.13,풀스택 개발자,미드 레벨,3~5년 차,15000000.00000000000000000000,5000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,인천광역시 연수구 인천대입구역 부근,주 40시간 탄력근무(자율 출퇴근)
2026.1.23,전자장비 제조 컨텐츠 디자이너 모집 (주 4일 근무/ 재택 근무),2026.1.30,그래픽 디자이너,미드 레벨,4~7년 차,18000000,3000000,180,사내 프로젝트에 필요한 인력을 구인합니다.,결원이 발생하여 작업자를 구인하고 있습니다.,,경기도 성남시 분당구 판교,주 32시간 탄력근무(자율 출퇴근)
2026.1.23,Python/LangChain 기반 LLM 애플리케이션 AI 기능 개발,2026.1.28,AI/ML/Data 엔지니어,미드 레벨,1~15년 차,83999999.99999999999999999999,7000000,360,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 성동구 연무장 5길 9-16,오전 9시 ~ 오후 6시
2026.1.23,Python 기반 문서 변환 개발,2026.2.6,백엔드 개발자,디렉터,11년 차 이상,75000000,7500000,300,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,금융•은행업,서울특별시 영등포구 여의도,오전 9시 ~ 오후 6시
2026.1.26,ESP32 기반 의료기기 펌웨어 개발,2026.2.9,풀스택 개발자,시니어,5~10년 차,21000000.00000000000000000000,7000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,경기도 성남시 분당구 분당구 판교로255번길 58,오전 9시 ~ 오후 6시
2026.1.23,AWS 기반 인프라 온프레미스 마이그레이션 SA,2026.2.11,SA (소프트웨어 아키텍트),테크 리드,10년 차 이상,81000000,9000000,270,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,결원이 발생하여 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강서구 LG사이언스파크,오전 9시 ~ 오후 6시
2026.1.22,C/텐덤 기반 카드사 승인업무 운영 및 개발,2026.1.27,풀스택 개발자,테크 리드,11년 차 이상,178500000.0000000000000000000,8500000,630,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,금융•은행업,서울특별시 영등포구 여의도 위치,오전 9시 ~ 오후 6시
2026.1.22,글로벌 커머스 운영  UI/UX 디자인,2026.1.28,UI/UX 디자이너,미드 레벨,4~15년 차,76999999.99999999999999999999,7000000,330,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강서구 양천로 증미역(9호선) 근처,오전 8시 30분 ~ 오후 5시 30분
2026.1.22,슈팅 및 카드 게임 UI 디자인,2026.2.5,UI/UX 디자이너,미드 레벨,3~5년 차,11100000.00000000000000000000,3700000,90,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,서비스업,서울특별시 금천구 두산로9길 31,오전 11시 ~ 오후 8시
2026.1.22,React/Canvas기반 보드 플랫폼 프론트엔드 개발(재택 조율 가능),2026.1.28,프론트엔드 개발자,미드 레벨,4~7년 차,18000000,6000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,결원이 발생하여 작업자를 구인하고 있습니다.,IT•정보통신업,"서울특별시 마포구 백범로31길 21 서울창업허브 본관 7층, 725호",오전 10시 ~ 오후 7시
2026.1.22,FDA 기술문서 작성 및 임베디드 장비 유지보수,2026.2.12,풀스택 개발자,미드 레벨,3~6년 차,30000000.00000000000000000001,5000000,180,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,제조•생산•화학업,경기도 수원시 영통구 디지털엠파이어빌딩,오전 9시 ~ 오후 6시
2026.1.22,기존 코드를 Python 코드 템플릿으로 전환 및 React UI 개발,2026.1.30,풀스택 개발자,"시니어,미드 레벨","11~15년 차,6~9년 차",30000000,7500000,120,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,금융•은행업,서울특별시 영등포구 여의도,오전 9시 ~ 오후 6시
2026.1.22,Python/React 기반 임직원용 LLM 서비스 개발(재택 근무),2026.1.29,풀스택 개발자,시니어,7~15년 차,108000000,9000000,360,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,,오전 9시 ~ 오후 6시
2026.1.21,Kotlin 기반 통화상태 감지 안드로이드 앱 개발,2026.1.30,Android 개발자,미드 레벨,3~7년 차,15000000.00000000000000000000,5000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,경기도 고양시 덕양구 미팅 시 공유,오전 9시 ~ 오후 6시
2026.1.21,kotlin/Spring Boot 기반 백오피스 개발,2026.1.28,백엔드 개발자,미드 레벨,4~9년 차,60499999.99999999999999999999,5500000,330,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,,서울특별시 중구 시청역,오전 9시 ~ 오후 6시
2026.1.21,글로벌 커머스 데이터 기반 운영 기획,2026.1.28,서비스 기획자,시니어,7년 차 이상,76999999.99999999999999999999,7000000,330,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 영등포구 여의도,오전 8시 30분 ~ 오후 5시 30분
2026.1.21,Python 기반 마케팅 데이터 사이언티스트,2026.2.11,데이터 사이언티스트,테크 리드,10년 차 이상,121000000.0000000000000000000,11000000,330,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 영등포구 여의도 트윈타워,오전 9시 ~ 오후 6시
2026.1.22,플랫폼 내 AI 파트 개발(주 2~3일 재택 근무 가능),2026.1.23,AI/ML/Data 엔지니어,미드 레벨,3~5년 차,15000000.00000000000000000000,5000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,인천광역시 연수구 인천대입구역 부근,주 40시간 탄력근무(자율 출퇴근)
2026.1.21,Figma기반 게임 프로젝트 UX/UI 디자인(주 3일 재택/2일 상주),2026.2.4,UI/UX 디자이너,미드 레벨,4~9년 차,30000000.00000000000000000001,5000000,180,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,,경기도 성남시 분당구 백현동 그레이츠 판교 14층,일 6시간 탄력근무(자율 출퇴근)
2026.1.21,React/Vue.js기반 서비스 프론트엔드 개발 (주 3일 재택 조율),2026.2.11,프론트엔드 개발자,미드 레벨,5~5년 차,12000000.00000000000000000000,4000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,교육업,서울특별시 강남구 역삼로 17길 57,오전 10시 ~ 오후 7시
2026.1.21,Figma 기반 내부 서비스 UI/UX 디자인 고도화,2026.2.3,UI/UX 디자이너,미드 레벨,5~7년 차,12000000.00000000000000000000,4000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,교육업,서울특별시 강남구 역삼역 인근 ,주 40시간 탄력근무(자율 출퇴근)
2026.1.20,Java/Spring 기반 커피 프랜차이즈 앱  풀스택 개발,2026.2.20,풀스택 개발자,시니어,8~10년 차,36000000,6000000,180,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 용산구 한강대로372,오전 9시 ~ 오후 6시
2026.1.20,하이브리드 앱 모바일 Native 파트 기능 개발 (재택 근무 가능),2026.2.3,모바일 앱 개발자,미드 레벨,3~5년 차,12000000.00000000000000000000,4000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강남구 봉은사역 도보 5분 이내 오피스(삼성역에서는 도보 10-15분 가량),오전 10시 ~ 오후 7시
2026.1.20,대용량 데이터베이스 운영 DBA (AWS·Valky·Redis),2026.2.17,DBA,시니어,10년 차 이상,90000000,7500000,360,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강서구 마곡,오전 9시 ~ 오후 6시
2026.1.20,경영관리 시스템 UI/UX 기획,2026.1.29,UI/UX 기획자,미드 레벨,4~12년 차,18000000,6000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,,경기도 이천시 부발읍,오전 9시 ~ 오후 6시
2026.1.20,Android/Java Spring 모니터링 시스템 유지보수(앱/백엔드 풀스택),2026.2.3,풀스택 개발자,"주니어,미드 레벨,시니어","1~5년 차,6~9년 차,10~12년 차",83999999.99999999999999999999,7000000,360,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,제조•생산•화학업,서울특별시 송파구,오전 8시 ~ 오후 5시
2026.1.20,PHP 기반 홈페이지 풀스택 개발,2026.2.3,풀스택 개발자,미드 레벨,4~7년 차,15000000.00000000000000000000,5000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,의료•제약업,서울특별시 강서구 미팅 시 공유,오전 9시 ~ 오후 6시
