모집 시작일,프로젝트 명,모집 마감일,프로젝트 분야,우선 순위,예상 금액,예상 기간,지원자 수,관련 기술
2026.2.23,크립토 카드 결제 및 내역 조회 앱 신규 구축,2026.3.9,안드로이드 · iOS,,30000000,90,21,"백엔드 서버,UIUX디자인,어드민 페이지,모바일앱,API연동,모바일앱디자인,웹훅"
2026.2.23,클라우드 기반 전자차트 SaaS 플랫폼 MVP 개발,2026.3.4,웹 · 안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",40000000,170,45,
2026.3.3,학교 그룹운동(GX) 로잉머신 WiFi Mesh 기반 통합 관제 시스템 개발,2026.3.17,웹 · 임베디드 · 기타,"산출물 완성도, 금액, 일정 준수",45000000,100,20,
2026.2.23,무선 분리형 키보드 PCB 회로 설계,2026.2.26,임베디드,"산출물 완성도, 일정 준수, 금액",3000000,10,0,"Altium Designer,KiCAD ,OrCAD"
2026.2.25,생산 및 고객관리 통합 스마트공장 시스템 개발,2026.3.11,웹 · 안드로이드,"금액, 산출물 완성도, 일정 준수",30000000,90,36,
2026.2.20,AI 기반 사용자 맞춤형 디지털 복지 앱 구축,2026.3.6,안드로이드 · iOS,,20000000,180,34,
2026.2.20,화장품 용기 사출 불량 검출을 위한 비전 AI 시스템 개발 및 현장 구축,2026.3.6,PC 프로그램,,0,90,26,
2026.2.20,홈페이지 신규 구축 웹 디자인 및 퍼블리싱,2026.3.3,웹,"산출물 완성도, 일정 준수, 금액",2500000,15,34,
2026.2.20,AI 기반 사용자 맞춤형 디지털 복지 앱 구축,2026.2.20,안드로이드 · iOS,,60000000,90,6,
2026.2.20,AI 기반 맞춤형 코칭 챗봇 웹 서비스 구축,2026.2.23,웹,,30000000,120,43,
2026.2.20,기존 CRM 연동형 AI 헤드헌팅 챗봇 및 관리자 분석 시스템 구축,2026.3.6,웹,"산출물 완성도, 금액, 일정 준수",70000000,100,34,"Spring Boot,Java,MySQL,AWS"
2026.2.20,LCL/FCL 내륙 운송비 산출 웹 플랫폼 및 AI 파싱 기능 개발,2026.3.6,웹,"산출물 완성도, 금액, 일정 준수",0,60,39,
2026.2.20,워드프레스 Houzez 테마 커스텀,2026.2.23,웹,"산출물 완성도, 금액, 일정 준수",3000000,30,7,"CSS,WordPress,PHP,MySQL,JavaScript,HTML,jQuery"
2026.2.23,React Native 카메라 커스텀 및 AI 분석 파이프라인 구축,2026.3.6,안드로이드 · iOS,"일정 준수, 산출물 완성도, 금액",5000000,21,13,
2026.2.20,사립 유치원 전용 회계 기장 및 에듀파인 자동 전송 시스템 구축,2026.3.4,웹 · PC 프로그램 · 기타,"산출물 완성도, 일정 준수, 금액",25000000,90,53,
2026.2.20,지역 기반 콘텐츠 공유 커뮤니티 플랫폼 구축,2026.2.24,웹,"산출물 완성도, 금액, 일정 준수",50000000,120,81,Java
2026.2.20,MOAVO Habit (모아보 해빗) 앱 개발(MVP),2026.3.5,안드로이드 · iOS,,15000000,90,39,Flutter
2026.2.20,AI 멀티에이전트 기반 비상장 기업 MnA 스크리닝 시스템 구축,2026.3.5,웹,"산출물 완성도, 일정 준수, 금액",300000000,180,27,
2026.2.25,앱 설치 유도 딥링크 적용 개발,2026.3.5,안드로이드 · iOS,"금액, 산출물 완성도, 일정 준수",500000,3,6,"React,iOS,Android"
2026.2.20,심리상담센터 디자인 및 퍼블리싱 수정,2026.3.6,웹,,1000000,10,25,
2026.2.20,솔루션 기반 B2B 컨설팅 기업 공식 홈페이지 구축,2026.3.4,웹,"산출물 완성도, 금액, 일정 준수",5000000,30,49,
2026.2.19,식당 미리주문/픽업 플랫폼 MVP 구축,2026.3.5,웹 · 안드로이드 · iOS,"금액, 산출물 완성도, 일정 준수",30000000,90,86,
2026.2.23,이미지 자동 편집 솔루션 개발(상주 필수),2026.3.6,웹 · 안드로이드 · iOS · PC 프로그램,,0,90,9,
2026.2.19,인테리어 중개플랫폼 MVP 웹개발,2026.2.23,웹,"금액, 산출물 완성도, 일정 준수",12000000,30,47,"iOS,Android,React"
2026.2.20,이기종 PC(Win 10/11) 간 로컬 네트워크 공유 설정 및 트러블슈팅,2026.2.27,기타,,1000000,2,13,
2026.2.19,특정 직군 커뮤니티 기반 구인구직 플랫폼 MVP 구축,2026.3.5,웹,,30000000,100,45,
2026.2.19,엑셀-일러스트레이터 텍스트 배치 스크립트 개발,2026.3.5,PC 프로그램,"산출물 완성도, 금액, 일정 준수",1500000,14,13,"Illustrator,Excel"
2026.2.19,식당 미리주문/픽업 플랫폼 MVP 디자인,2026.2.19,웹 · 안드로이드 · iOS,"금액, 산출물 완성도, 일정 준수",7000000,30,9,
2026.2.26,ERP 시스템 DB 구조 분석 및 국내/해외 서버 간 데이터 동기화 컨설팅,2026.3.4,웹,,2500000,7,7,"MSSQL,Windows Server"
2026.2.19,공간 기반 O2O 중개 플랫폼 구축,2026.3.5,웹 · 안드로이드 · iOS,"일정 준수, 산출물 완성도, 금액",80000000,150,40,AWS
2026.2.19,AI 영상 제작 협업 워크스페이스 백엔드 모듈 및 UI 개발,2026.3.5,웹,"산출물 완성도, 금액, 일정 준수",10000000,40,38,"PostgreSQL,Python,React,AWS,JavaScript,TypeScript,Django,Docker"
2026.2.20,AI 동작 인식 기반 클라이밍 영상 자동 녹화/편집 앱 개발,2026.3.3,안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",6000000,45,20,"GPS API,MongoDB,MySQL,Kotlin,Express,android sdk,동영상 편집 라이브러리,ios sdk,Node.js,결제 API,Swift,AWS"
2026.2.19,빌딩 및 임대/매출/시설 통합 관리 시스템 구축,2026.2.27,웹 · 안드로이드 · iOS · 기타,"산출물 완성도, 금액, 일정 준수",2100000000,300,5,"Nexacro,WebSquare"
2026.2.19,다국어 가변조판 PDF 자동생성 엔진 개발,2026.3.5,웹 · 기타,"산출물 완성도, 일정 준수, 금액",25000000,90,25,
2026.2.19,사내 서버 기반 AI 모델 학습 자동화 파이프라인 구축,2026.3.5,웹 · PC 프로그램,,20000000,90,38,
2026.2.19,이미지 임베딩 기반 유사 색상 추천 챗봇(네이버톡톡 기반) 백엔드 구축,2026.2.20,웹 · 기타,"산출물 완성도, 일정 준수, 금액",3000000,20,15,Python
2026.2.19,사회복지 회계전표 자동화 내부 프로그램 개발(API 연계),2026.2.28,PC 프로그램,"금액, 산출물 완성도, 일정 준수",8000000,50,45,
2026.2.23,쿠팡 API 연동 재고 관리 및 발주 자동화,2026.2.23,웹 · PC 프로그램,,2500000,30,8,
2026.2.20,AI 모델 서빙 병목 현상 해결 및 처리량 증대,2026.3.6,기타,,3000000,7,21,
2026.2.13,거래소 API 연동형 게이미피케이션 금융 학습 서비스 프론트엔드 개발,2026.2.27,웹 · 안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",25000000,60,3,
2026.2.13,NK 기독교 디지털 콘텐츠 스트리밍 플랫폼 구축(WordPress 커스텀 테마),2026.2.27,웹,"산출물 완성도, 금액, 일정 준수",0,90,20,"PHP,JavaScript,WordPress"
2026.2.19,헬스케어 리포트 모바일 앱 UI/UX 디자인,2026.2.27,iOS,"산출물 완성도, 일정 준수, 금액",5000000,21,45,"UXUI디자인,Figma,data visualization,prototyping,Illustrator"
2026.2.13,GPS 기반 스마트 근태관리 및 인사 시스템 구축,2026.2.27,웹 · 안드로이드 · iOS · PC 프로그램,,100000000,60,83,
2026.2.19,HOD 지그 제어용 안드로이드 태블릿 앱 개발,2026.2.24,안드로이드,"산출물 완성도, 일정 준수, 금액",3000000,20,22,
2026.2.13,인플루언서 커머스 기반 가맹 의원 통합 결제 및 자동 매칭 플랫폼 구축,2026.2.27,웹,"산출물 완성도, 일정 준수, 금액",30000000,90,55,
2026.2.19,렌터카 FMS 플랫폼 리뉴얼 및 IoT 관제(MQTT) 고도화 개발,2026.2.27,웹 · 기타,,200000000,90,22,
2026.2.13,그라파나 기반 대시보드 구축,2026.2.27,PC 프로그램 · 기타,,3000000,15,27,
2026.2.13,교통약자 대상 배리어 프리 경로 안내 앱 MVP 개발,2026.2.27,안드로이드 · iOS,,8000000,30,47,공공데이터 api 연동
2026.2.12,아임웹 상품 상세페이지 내 자동 견적 계산기 삽입,2026.2.26,웹,,300000,1,26,JavaScript
2026.2.20,광고 매체 통합(API) 및 웹 로그 분석 SaaS 기능 고도화 개발,2026.2.27,웹 · 안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",15000000,50,35,
2026.2.12,자동화창고 설비 유지보수 디지털 매뉴얼 및 대시보드 앱(Android) 구축,2026.2.26,안드로이드,,0,90,26,
2026.2.12,"보험 약관/상품 정보(PDF, 이미지) 기반 AI 상담 챗봇 구축",2026.2.26,웹,"산출물 완성도, 일정 준수, 금액",30000000,70,30,
2026.2.12,카카오채널 연동 AI기반 고객 응대 자동화 챗봇 개발,2026.2.26,웹 · 안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",10000000,60,48,"Node.js,WebSocket,Redis,aws rds,AWS S3,React Native,React,express.js,AWS EC2,MongoDB"
2026.2.12,공장/로봇 자동화 전문기업 반응형 홈페이지 리뉴얼,2026.2.26,웹,,5000000,30,88,
2026.2.12,위치 기반 번개 모임 및 익명 커뮤니티 플랫폼(Android/iOS) 구축,2026.2.26,안드로이드 · iOS,,32000000,90,33,
2026.2.12,서비스 가입용 신분증 촬영 및 이미지 자동 보정 앱 개발,2026.2.26,안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",10000000,60,28,"Firebase,express.js,MongoDB,React Native,Git,Node.js,AWS S3"
2026.2.11,GPS 기반 QR 스탬프 랠리 체험형 웹 플랫폼 디자인 및 개발,2026.2.25,웹,"산출물 완성도, 일정 준수, 금액",8000000,90,26,
2026.2.12,전문직 대상 구인구직 플랫폼 구축,2026.2.26,웹 · 안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",25000000,90,92,
2026.2.12,건설업 특화 본사/현장/협력사 간 커뮤니케이션 협업 메신저 구축,2026.2.26,안드로이드 · iOS · PC 프로그램,,100000000,180,57,
2026.2.11,발렛 주차 관리 플랫폼 MVP 구축,2026.2.14,웹 · 안드로이드 · iOS,,20000000,90,1,
2026.2.11,QR 코드 기반 정품등록 및 3-Way 포인트 통합 운영 시스템 구축,2026.2.25,웹 · 안드로이드 · iOS,,0,90,24,
2026.2.11, 식단 이미지 OCR 분석 및 데이터 구조화 MVP 구축,2026.2.19,웹,,20000000,90,35,
2026.2.11,GPS 기반 QR 스탬프 랠리 체험형 웹 플랫폼 디자인 및 개발,2026.2.11,웹,"금액, 일정 준수, 산출물 완성도",8000000,120,8,
2026.2.11,.NET 기반 기능 수정 및 외부 시스템 연동 개발,2026.2.14,웹,"산출물 완성도, 금액, 일정 준수",1200000,8,1,"MSSQL,Windows Server,ASP.NET,.Net,C#"
2026.2.11,BSC DEX Web3 유동성 공급망 통합 관리 및 모니터링 시스템,2026.2.12,웹 · 기타,"산출물 완성도, 일정 준수, 금액",0,30,1,"wab3,Solidity,nodejs"
2026.2.11,프로토타입 기반 현장 안전 점검 및 보고서 자동화 시스템 개발,2026.2.25,웹,"일정 준수, 산출물 완성도, 금액",10000000,60,31,
2026.2.11, 방문자 신청 및 출입 관리 시스템 고도화,2026.2.25,웹,"산출물 완성도, 일정 준수, 금액",12000000,60,60,
2026.2.11,Cafe24 쇼핑몰 OTP 기반 로그인 도입 및 AS 접수 시스템 통합 구축,2026.2.24,웹,,0,30,17,
2026.2.11,WinForms 기반 데스크탑 앱 UI/UX 리뉴얼,2026.2.25,PC 프로그램,"산출물 완성도, 금액, 일정 준수",5000000,30,15,"C#,winform,.Net"
2026.2.11,사업자 인증 기반 폐쇄형 펀딩 및 일반 펀딩 통합 플랫폼 개발,2026.2.25,웹,"산출물 완성도, 금액, 일정 준수",40000000,90,27,
2026.2.11,AI 성명학 분석 및 리포트 생성 웹/모바일 앱 구축,2026.2.24,웹 · 안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",30000000,90,82,
2026.2.11,글로벌 사출금형 B2B 기업 반응형 홈페이지 구축,2026.2.25,웹,"산출물 완성도, 일정 준수, 금액",15000000,60,88,
2026.2.19,항전장비 및 지상관제 통합 시스템 개발,2026.3.5,PC 프로그램 · 임베디드 · 기타,,40000000,120,4,
2026.2.10,레스토랑 브랜드 다국어 홈페이지 제작,2026.2.24,웹,,20000000,60,77,
2026.2.10,웹툰 에이전시 정산 자동화 백오피스 시스템 구축,2026.2.11,웹,,25000000,90,30,
2026.2.10,병원 브랜드 홈페이지 리뉴얼 개발,2026.2.24,웹 · 기타,,8000000,60,74,
2026.2.10,폐쇄형 프라이빗 라이브커머스 플랫폼 구축,2026.2.24,웹 · 안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",0,100,28,
2026.2.10,SAP ERP 연동 물류 자동화 및 Windows 바코드 스캔 시스템 구축,2026.2.24,PC 프로그램 · 기타,,0,90,13,"SAP,ABAP"
2026.2.10,디자이너 브랜드 쇼핑몰 구축 ,2026.2.24,웹,,30000000,60,0,
2026.2.10,Shopify 기반 인플루언서 세컨핸드 패션 경매 플랫폼 구축,2026.2.17,웹 · 안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",130000000,120,26,shopify
2026.2.12,oracle 11g to aws postgreSQL 변환,2026.2.13,웹 · PC 프로그램,"산출물 완성도, 일정 준수, 금액",3500000,10,1,SQL
2026.2.10,AI 문법 생성 엔진 연동형 학습 LMS 및 로그 데이터 파이프라인 구축(SaaS),2026.2.23,웹,"산출물 완성도, 금액, 일정 준수",50000000,100,21,
2026.2.9,시술 사진 기록 및 문자 발송 기능이 포함된 업무용 앱 개발,2026.2.23,웹 · 안드로이드,,12000000,30,70,
2026.2.10,우주 과학 플랫폼 UI/UX 및 BI 디자인,2026.2.24,안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",7000000,60,34,"Figma,Adobe Illustrator"
2026.2.13,금융권 내부 임직원 업무 지원 AI 챗봇 구축,2026.2.26,웹 · PC 프로그램,,0,120,35,
2026.2.9,MRO 판촉물 중개 플랫폼 구축,2026.2.23,웹,"일정 준수, 산출물 완성도, 금액",30000000,120,48,
2026.2.10,AI 도구 활용 업무 자동화 1일 방문 컨설팅,2026.2.24,PC 프로그램 · 기타,,400000,1,15,
2026.2.10,게임 서비스 프로모션 배너 및 랜딩 페이지 디자인/퍼블리싱 연간 운영,2026.2.24,웹,,0,365,0,"Figma,Adobe Photoshop,webdesign,Illustrator"
2026.2.9,AI 기반 NPL 부동산 경매 플랫폼 구축,2026.2.23,웹,"산출물 완성도, 일정 준수, 금액",70000000,150,3,
2026.2.9,운동 강사를 주요 타겟으로 하는 디지털 헬스케어 서비스 구축,2026.2.23,웹 · 안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",50000000,120,51,
2026.2.9,식품안전나라 API 기반 신규 음식점 데이터 정기 수집 (건별 계약),2026.2.23,웹,"업무 능력, 근무 시작일, 예산 범위",2400000,30,102,
2026.2.9,VoC 데이터 분석 및 관리 시스템 구축,2026.2.9,웹,,20000000,60,35,
2026.2.9,Vimeo 연동 이러닝 플랫폼 프론트엔드 개발,2026.2.23,웹,"산출물 완성도, 금액, 일정 준수",10000000,60,46,
2026.2.9,AI 기반 심리상담 데이터 분석 및 리포트 자동 생성 MVP 구축,2026.2.9,웹,,20000000,90,13,
2026.3.12,NFC 기반 스마트 빌딩 청소 관리 성과평가 플랫폼 구축,2026.3.26,웹 · 안드로이드 · iOS,,0,180,4,
2026.2.9,GPT-OSS 120B 추론 서버 구축(경남 진주 출장 필요/일급 30만원/경비 별도 지급),2026.2.22,기타,,300000,1,2,
2026.2.9,업비트 자동 매매 윈도우 프로그램 개발,2026.2.22,웹,"산출물 완성도, 금액, 일정 준수",3000000,30,47,
2026.2.9,모니터링 시스템 복구 및 유지보수,2026.2.23,웹,"업무 능력, 근무 시작일, 예산 범위",1500000,15,32,"Python,RaspberryPi,Java"
2026.2.9,SaaS 기반 당뇨병 소모성 재료 자동 청구 플랫폼 및 안드로이드 앱 개발,2026.2.20,웹 · 안드로이드,,40000000,120,18,
2026.2.12,연약지반(매립지) 영업 정보 수집 및 카카오톡 실시간 알림 프로그램 개발,2026.2.26,PC 프로그램,,5000000,30,23,Python
2026.2.9,STM32F4 기반 센서 제어/통신 MCU 펌웨어 개발,2026.2.21,임베디드,,2000000,15,13,"C,STM32,Eclipse"
2026.2.6,장학재단 홈페이지 메인 하단 유관기관 배너/링크 추가,2026.2.10,웹,,200000,1,33,"HTML,CSS,WordPress"
2026.2.10,AI 기반 농산물 마켓 타이밍 분석 및 스마트 창고 관리 시스템,2026.2.24,웹 · PC 프로그램 · 기타,"산출물 완성도, 금액, 일정 준수",80000000,90,13,
2026.2.6,사업 제안서 PPT 디자인,2026.2.20,기타,,500000,2,18,
2026.2.10,PHP 기반 알림톡 연동·추천 시스템 개발 및 모바일 최적화,2026.2.12,웹,,7000000,60,23,PHP
2026.2.6,Java/React 기반 자동차 보험 연동 및 중개 서비스 플랫폼 구축,2026.2.20,웹 · 안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",60000000,120,35,"Oracle,Linux,Tomcat,Nginx,React Native,Java,jpa,React,TypeScript,JavaScript,Spring Boot"
2026.2.6,솔루션 기반 External CFO Firm 기업 홈페이지 구축,2026.2.20,웹,,1000000,5,13,
2026.2.6,인터넷/TV 가입 상담용 랜딩페이지 및 간편 관리자 구축,2026.2.20,웹,,1500000,14,55,
2026.2.6,카페24 기반 B2C 브랜드 자사몰 구축,2026.2.20,웹,"산출물 완성도, 일정 준수, 금액",8000000,30,30,Cafe24
2026.2.6,내부 SRM 연동 자재 운송 관리 및 스마트 하역 대기(Queue) 앱 구축,2026.2.20,안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",50000000,90,32,"Android,iOS"
2026.2.6,웹 기반 3D 공장 설계(Layout Builder) 및 병목 진단 시스템 구축,2026.2.20,웹,,70000000,150,30,"Node.js,three.js,Rest api,3D 시뮬레이션,saas,react.js,PostgreSQL,WebAssembly,WebGL,Canvas API"
2026.2.6,Python/Vue 전사 매장 결산 자동화 시스템 개발(기획/디자인 제공),2026.2.19,웹,"산출물 완성도, 일정 준수, 금액",45000000,60,15,"Vue.js,Python,Django,MySQL"
2026.2.6,BSC 온체인 유동성 분석 및 운영 관리 대시보드 ,2026.2.11,웹 · 기타,"산출물 완성도, 일정 준수, 금액",0,30,9,"MySQL,Solidity,Node.js,web3"
2026.2.5,교육 플랫폼 카테고리별 대표 이미지 디자인,2026.2.6,웹,,400000,2,1,Figma
2026.2.6,마을 단위 통합 관광 플랫폼(숙박예약+특산품쇼핑) 구축,2026.2.20,웹,,60000000,100,42,
2026.2.6,공공데이터 연동 및 데이터 수집 및 분석 리포트 자동화 웹 서비스 구축,2026.2.13,웹,,16000000,60,39,
2026.2.10,Cafe24 기반 글로벌 쇼핑몰 해외 주소 입력 방식 수정 개발,2026.2.24,웹,"산출물 완성도, 일정 준수, 금액",1000000,7,26,
2026.2.5,사내 생산/재고/매출 통합 관리 ERP 시스템 구축,2026.2.19,웹,"산출물 완성도, 일정 준수, 금액",40000000,90,39,
2026.2.5,React/Java/Spring Boot/MySQL 기반 웹 개발,2026.2.13,웹,,3500000,7,31,
2026.2.5,RK3588J 기반 차량용 SVM 시스템 연동 앱(AOS/iOS) 개발,2026.2.19,안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",20000000,30,18,"h.264,RTSP,Flutter"
2026.2.5,회사 및 솔루션 소개 홈페이지 디자인,2026.2.9,웹,,1000000,7,23,
2026.2.5,미아 방지 PCB 개발 및 사용자/관리자 웹 개발,2026.2.19,웹,,0,60,17,
2026.2.12,원무과 접수 및 진료실 환자 선택 시 검사 프로그램 자동 입력 RPA 개발,2026.2.26,PC 프로그램,,6000000,40,26,
2026.2.6,특정 산업군에 특화된 채용 플랫폼 구축,2026.2.20,웹,,50000000,120,56,"Node.js,NiceID,react.js,Python,CODEF,popbill,Java,PostgreSQL,AWS,openai api (gpt-4),scraping,Vue.js,MySQL,kakao cert"
2026.2.6,Web 및 C/S(Windows) 2가지 버전의 MES 구축,2026.2.20,웹 · PC 프로그램,,100000000,120,15,
2026.2.5,구글 스프레드시트 DB 연동 카카오 알림톡 발송 자동화,2026.2.19,웹,"금액, 산출물 완성도, 일정 준수",1500000,5,61,
2026.2.5,브리즈(Breeze Remote Pro) 기반 포토 키오스크 통합 솔루션 개발,2026.2.19,PC 프로그램,,35000000,90,15,
2026.2.5,헤드리스 워드프레스/ Next.js 기반 서비스 성능 개선 및 안정화,2026.2.18,웹,,3000000,30,14,"next.js,GraphQL,cloudways,WordPress,Rest api"
2026.2.5,Dify 연동 AI 업무 자동화 앱 모음 서비스 구축,2026.2.19,웹,"산출물 완성도, 금액, 일정 준수",10000000,30,25,
2026.2.5,NFC 연동 및 런닝머신 운동 기록 측정 센서 디바이스 개발,2026.2.19,임베디드 · 기타,"산출물 완성도, 일정 준수, 금액",8000000,30,12,
2026.2.4,자동차 딜러용 금융사 엑셀 견적 비교 웹플랫폼 구축,2026.2.18,웹 · 안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",30000000,90,84,
2026.2.4,아이스하키팀 관리 ERP SaaS 및 매칭 커뮤니티 플랫폼,2026.2.18,웹,"산출물 완성도, 금액, 일정 준수",0,100,2,
2026.2.5,위치 기반 공간/제품 매칭 플랫폼 MVP 구축,2026.2.19,웹,"일정 준수, 산출물 완성도, 금액",0,60,38,"Java,Node.js,GoogleAnalytics,React,EC2"
2026.2.10,NodeJS/React 기반 cafe24 주문 내역 집계 자동 시스템 개발,2026.2.24,웹,,3500000,15,43,"MariaDB,AWS,Node.js,React"
2026.2.5,숙박 플랫폼 구축 및 고도화,2026.2.19,웹,"산출물 완성도, 금액, 일정 준수",50000000,160,28,
2026.2.4,온라인 상품권 자동 매입 플랫폼 구축,2026.2.18,웹,,10000000,60,29,
2026.2.5,박스 판매 및 자동 견적 플랫폼 구축,2026.2.19,웹,,20000000,45,62,
2026.2.5,그누보드 기반 컨설팅 기업 홈페이지 고도화 리뉴얼,2026.2.19,웹,"금액, 산출물 완성도, 일정 준수",5500000,30,21,
2026.2.5, PHP 기반 홈페이지 성능 및 AEO 고도화,2026.2.18,웹,"산출물 완성도, 일정 준수, 금액",3000000,30,21,"JSON-LD,JavaScript,PHP,HTML,CSS,MySQL"
2026.2.4,소리 분석 기반 멘탈케어 앱/웹 서비스 UX/UI 기획 및 디자인,2026.2.18,웹 · 안드로이드 · iOS,,4500000,30,24,Figma
2026.2.4,ECK교육 통합 LMS 및 B2B/B2C 플랫폼 전면 리뉴얼 구축,2026.2.18,웹,"산출물 완성도, 금액, 일정 준수",80000000,150,47,
2026.2.4,앱 서비스 6개 모듈 화면 설계서(SB) 작성 (부분 지원 가능),2026.2.6,안드로이드 · iOS,,1200000,5,9,
2026.2.6,고도몰 기반 중고폰 판매 쇼핑몰 디자인 리뉴얼,2026.2.18,웹,"금액, 산출물 완성도, 일정 준수",3000000,14,6,
2026.2.4,카페24 쇼핑몰 Meta 픽셀 및 CAPI 구매 이벤트 중복 제거,2026.2.5,웹,"산출물 완성도, 금액, 일정 준수",250000,1,5,
2026.2.6,반도체 현장 특화 인력 중개 및 노무 관리 플랫폼 구축,2026.2.20,웹 · 안드로이드 · iOS · PC 프로그램,"산출물 완성도, 일정 준수, 금액",80000000,120,26,
2026.2.4,AI LPR 엔진 및  MLOps 파이프라인 구축,2026.2.6,PC 프로그램 · 임베디드 · 기타,"산출물 완성도, 금액, 일정 준수",20000000,90,8,
2026.2.4,AD카드 통신 모듈 펌웨어 수정 및 PLC 데이터 연동(Modbus RTU),2026.2.13,임베디드,,3000000,15,10,
2026.2.4,웹 기반 커스텀 굿즈 디자인 에디터 및 커머스 플랫폼 구축,2026.2.17,웹,,70000000,120,41,
2026.2.4,글로벌 데이팅 소셜 디스커버리 앱 개발,2026.2.17,안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",30000000,90,18,
2026.2.4,수면 측정 및 관리 하이브리드 앱 UI/UX 디자인,2026.2.6,웹 · 안드로이드 · iOS,,2000000,14,22,Figma
2026.2.5,카페24 기반 B2C 브랜드 자사몰 구축,2026.2.6,웹,"산출물 완성도, 일정 준수, 금액",8000000,30,15,Cafe24
2026.2.4,독립형 온라인 강의 플랫폼(LMS) 구축 및 데이터 이관,2026.2.17,웹,"산출물 완성도, 금액, 일정 준수",45000000,90,59,
2026.2.4,공공데이터포털 API를 이용한 데이터 분석 입찰가격산출,2026.2.17,웹 · PC 프로그램,"금액, 산출물 완성도, 일정 준수",2500000,20,27,
