모집 시작일,프로젝트 명,모집 마감일,프로젝트 분야,우선 순위,예상 금액,예상 기간,지원자 수,관련 기술
2026.1.19,사내 온프레미스 기반 설비 관리 및 예방 정비 시스템 구축,2026.1.30,웹 · 안드로이드 · iOS,,75000000,120,32,
2026.1.16,Andriod/iOS 하이브리드 통역앱 유지보수,2026.1.22,안드로이드 · iOS,,6000000,60,19,"Kotlin,Objective-C,Java"
2026.1.16,보증수리 대차 업무 전용 관리 시스템 개발,2026.1.28,웹,"산출물 완성도, 금액, 일정 준수",20000000,90,45,
2026.1.16,템플릿 기반 웹 그래픽 에디터 및 관리 시스템 개발,2026.1.30,웹 · PC 프로그램,,15000000,50,31,"Node.js,Docker,React,AWS,express.js,MongoDB,Git"
2026.1.19,워드프레스 기반 자율주행 SW 스타트업 영문 웹사이트 UI/UX 디자인 ,2026.1.25,웹,"산출물 완성도, 금액, 일정 준수",1500000,10,12,
2026.1.22,이륜차 주행 데이터 수집·관제 PoC,2026.2.5,웹 · PC 프로그램 · 기타,,30000000,60,4,
2026.1.16,클라우드 기반 LPR 시스템 관리 API 구축 및 관제 시스템 개발,2026.1.27,웹,,8000000,30,12,
2026.1.21,KRX 금시장 자동 계약 체결 트레이딩 프로그램 개발 ,2026.1.30,PC 프로그램,"산출물 완성도, 일정 준수, 금액",15000000,50,20,
2026.1.16,미니게임 기반 에듀테크 학습 앱 구축,2026.1.30,안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",45000000,120,11,
2026.1.16,델파이(Delphi) 기반 LPR 시스템 제어 로직 API 모듈화 및 경량화,2026.1.28,임베디드,,8000000,30,8,
2026.1.16,기업 홈페이지 및 자사 제품 검색 및 추천 AI 챗봇 구축,2026.1.22,웹,"산출물 완성도, 금액, 일정 준수",30000000,100,17,
2026.1.16,반도체 및 물류 전문 기업 공식 홈페이지 구축,2026.1.30,웹,"산출물 완성도, 금액, 일정 준수",7000000,50,70,
2026.1.16,도면 검수 솔루션 UI 디자인 리뉴얼 및 적용,2026.1.30,PC 프로그램,"산출물 완성도, 금액, 일정 준수",5000000,30,18,"C#.net,C#"
2026.1.21,ComfyUI API 연동 CRM 웹서비스 개발,2026.1.30,웹,,20000000,60,26,
2026.1.16,공간 대여 및 예약 관리 플랫폼 및 아두이노 제어 개발,2026.1.30,웹 · 안드로이드 · iOS · PC 프로그램,"산출물 완성도, 금액, 일정 준수",20000000,100,16,AWS
2026.1.16,경진대회 참가자 관리 및 심사 부문별 독립 사이트 구축,2026.1.26,웹,,25000000,270,28,
2026.1.19,스마트 빌딩 및 임대/매출/시설 통합 관리 시스템 구축 (상주근무),2026.2.2,웹 · 안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",800000000,300,34,
2026.1.16,한·일 법인 통합 관리 다국어 ERP 시스템 구축,2026.1.30,웹 · 안드로이드 · iOS · PC 프로그램,,60000000,120,22,
2026.1.15,PICO 3 장비 교체에 따른 5D 체험관 VR 콘텐츠 호환성 개발,2026.1.29,PC 프로그램 · 임베디드,,5000000,30,6,
2026.1.16,정보보안 솔루션 UI/UX 디자인 고도화,2026.1.30,PC 프로그램,"산출물 완성도, 금액, 일정 준수",1800000,14,19,"Windows,C++"
2026.1.16,층간소음 측정 앱에 대한 무보정 오디오 입력 구축(갤럭시 Only),2026.1.29,웹 · 안드로이드,"산출물 완성도, 일정 준수, 금액",5000000,21,13,Android
2026.1.19, IT기업 홈페이지 리뉴얼 기획/디자인/개발,2026.1.20,웹 · 안드로이드 · iOS · PC 프로그램,,4500000,35,16,
2026.1.16,교량 안전진단 현장 조사 앱/웹 시스템 개발,2026.1.16,웹 · 안드로이드,"산출물 완성도, 일정 준수, 금액",50000000,120,5,
2026.1.15,인쇄물 셀프 디자인 쇼핑몰 개발,2026.1.29,웹,"산출물 완성도, 금액, 일정 준수",15000000,80,5,
2026.1.15,빌딩 매매 및 AI 기반 가치 분석 플랫폼 구축,2026.1.20,웹 · 안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",70000000,150,18,
2026.1.15,글로벌 중고거래 플랫폼 고도화 기획,2026.1.29,안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",18000000,90,24,"Figma,Notion"
2026.1.15,멀티 거래소 연동 가상화폐 전략 트레이딩 및 정산 플랫폼 구축,2026.1.29,웹 · 안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",50000000,120,11,
2026.1.19,교육 플랫폼 카테고리별 대표 이미지 디자인,2026.2.2,웹,,400000,2,11,Figma
2026.1.15,.NET 기반 기능 수정 및 외부 시스템 연동 개발,2026.1.29,웹,"일정 준수, 금액, 산출물 완성도",600000,4,6,"IIS,Windows,MSSQL,.Net,C#"
2026.1.15,글로벌 물류 셀러 및 파트너 통합 관리 시스템 구축,2026.1.29,웹,,150000000,150,24,
2026.1.15,초등 영어 교육 콘텐츠 디자인/2D 모션그래픽/퍼블리싱,2026.1.29,웹,"일정 준수, 금액, 산출물 완성도",8000000,21,9,"Illustrator,Adobe Photoshop"
2026.1.22,Cafe24 기반 자사몰 SEO 최적화 및 디자인 리뉴얼,2026.1.30,웹,"산출물 완성도, 금액, 일정 준수",8000000,50,13,
2026.1.14,거래소 API 연동형 게이미피케이션 금융 학습 서비스 개발,2026.1.28,웹 · 안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",50000000,60,12,
2026.1.14,공공데이터 기반입찰 패턴 분석 및 낙찰 예측 프로그램 개발,2026.1.28,PC 프로그램,,8000000,30,22,
2026.1.14,AI 기반 핀테크 서비스 재정의 및 프로덕트 UX 기획 ,2026.1.26,웹 · 안드로이드 · iOS,,11000000,90,13,
2026.1.14,건기식 경험 공유 커뮤니티 개발,2026.1.16,웹 · 안드로이드 · iOS,"금액, 산출물 완성도, 일정 준수",8000000,56,1,
2026.1.14,교재 연동 동적 QR 코드 생성 및 관리 시스템(CMS) 구축,2026.1.19,웹 · 기타,"일정 준수, 산출물 완성도, 금액",10000000,40,32,
2026.1.14,QR 기반 다단계 제조 공정 추적 및 관리 MES 구축,2026.1.28,웹 · 안드로이드 · iOS,"금액, 산출물 완성도, 일정 준수",30000000,90,45,AWS
2026.1.15,Cafe24 기반 식품 브랜드 쇼핑몰 구축,2026.1.29,웹,"산출물 완성도, 일정 준수, 금액",5000000,30,21,
2026.1.13,알림톡 연동·추천 시스템 개발 및 모바일 최적화,2026.1.27,웹,,10000000,60,30,PHP
2026.1.13,신랑신부 맞춤형 본식 플래닝 및 전문 인력 중개 플랫폼 구축,2026.1.27,웹 · 안드로이드 · iOS,,40000000,120,67,
2026.1.13,안경테 전문 브랜드 글로벌 쇼핑몰 구축,2026.1.27,웹,,5000000,45,19,
2026.1.14,카페24 기반 커뮤니티형 커머스 모바일 웹 및 앱 구축,2026.1.28,웹 · 안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",20000000,60,17,
2026.1.13,워드프레스 기반 홈페이지 디자인/기술 진단 및 상세페이지 시안 제작,2026.1.14,웹,"산출물 완성도, 금액, 일정 준수",1500000,10,3,
2026.1.13,네이버 스마트스토어 상세 이벤트 페이지 부분 디자인,2026.1.27,웹,"산출물 완성도, 금액, 일정 준수",500000,3,13,"Figma,Illustrator,Adobe Photoshop,XD"
2026.1.15,인프라 비용 절감을 위한 AWS 아키텍처 다운사이징 및 Java 백엔드 경량화,2026.1.27,웹,"산출물 완성도, 금액, 일정 준수",15000000,50,46,"React,AWS,Spring,Python,Airflow,Java"
2026.1.14,건설 장비 유류 관리 및 동선 관제 시스템 개발,2026.1.26,웹 · 안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",5000000,30,9,
2026.1.21,기프트 쇼핑몰 구축,2026.1.30,웹,,0,200,4,
2026.1.13,AI 캐릭터 챗봇 앱 UX 설계 및 와이어프레임 제작,2026.1.20,안드로이드 · iOS,"일정 준수, 산출물 완성도, 금액",1000000,15,9,Figma
2026.1.14,C# 게임 서버 DB 저장 오류 및 로직 수정,2026.1.20,웹 · PC 프로그램,,1000000,5,15,
2026.1.14,ePUB 스트리밍 뷰어 및 구독 플랫폼 구축,2026.1.28,웹 · 안드로이드 · iOS,"금액, 산출물 완성도, 일정 준수",20000000,60,19,
2026.1.13,뷰티 전문가 전용 커뮤니티 및 정보 공유 플랫폼 구축,2026.1.27,안드로이드 · iOS,,35000000,90,38,
2026.1.13,고객사 데이터(MariaDB)를 자사 솔루션(MySQL)에 마이그레이션,2026.1.20,웹 · 기타,"산출물 완성도, 금액, 일정 준수",5000000,30,20,"MariaDB,MySQL"
2026.1.13,기업 홈페이지 디자인 및 콘텐츠 리뉴얼,2026.1.21,웹,,3500000,30,46,
2026.1.13,제품군 3D 디지털 트윈 뷰어 및 스캔 시뮬레이터 구축,2026.1.14,웹 · 안드로이드 · iOS,,45000000,100,7,
2026.1.13,현장/본사간의 문서 공유 자동배포 및 알림 프로그램 개발,2026.1.26,PC 프로그램,"산출물 완성도, 금액, 일정 준수",3500000,15,23,
2026.1.14,기존 AI 챗봇 연동 서비스 개발,2026.1.28,웹 · 안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",23000000,75,50,
2026.1.13,K-Legal Tech Index 구축 및 연구센터 통합 웹 플랫폼 개발,2026.1.27,웹 · 안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",10000000,50,28,"API연동,CMS,seo,frontend"
2026.1.12,기업용 보안키퍼/화상회의 및 구독 관리 시스템 구축,2026.1.16,웹 · PC 프로그램,"산출물 완성도, 일정 준수, 금액",80000000,120,6,
2026.1.16,유럽 전문 여행사 홈페이지 신규 구축 및 예약 결제 시스템 개발,2026.1.23,웹 · 안드로이드 · iOS · PC 프로그램,"산출물 완성도, 일정 준수, 금액",40000000,90,94,
2026.1.12,갤러리/VIP 라운지 키오스크 프로그램 개발,2026.1.26,임베디드,,10000000,60,31,
2026.1.12,한의학 기반 증상 진단 및 처방 설문웹 구축,2026.1.26,웹,"산출물 완성도, 금액, 일정 준수",3500000,15,68,
2026.1.13,.NET 기반 기능 수정 및 외부 시스템 연동 개발,2026.1.14,웹,"일정 준수, 금액, 산출물 완성도",900000,7,5,".Net,IIS,C#,Windows"
2026.1.14,기업용 통합 고객 포털 및 업무 관리 시스템 구축,2026.1.21,웹 · 안드로이드 · iOS,"금액, 산출물 완성도, 일정 준수",35000000,70,47,"Android+iOS,JAVA, JSP, Spring Framework"
2026.1.12,식재/시설물 시공 도면 인식 및 자동 견적 시스템 구축,2026.1.26,PC 프로그램,"산출물 완성도, 금액, 일정 준수",60000000,100,14,
2026.1.12,공유자전거 통합 운영 및 모바일 플랫폼 구축,2026.1.26,웹 · 안드로이드 · iOS · 기타,"산출물 완성도, 금액, 일정 준수",120000000,120,38,
2026.1.12,기존 플랫폼에 쇼핑몰(상품 리스트) 서비스 연결 및 데이터 통합,2026.1.26,PC 프로그램,,1300000,5,10,
2026.1.12,LLM 챗봇 도입 구조 포함 연구소 홈페이지 구축,2026.1.16,웹 · 기타,"일정 준수, 금액, 산출물 완성도",8000000,40,36,
2026.1.12,자녀 안심 관리 서비스를 위한 백엔드 및 MDM 연동 개발,2026.1.13,웹,"산출물 완성도, 일정 준수, 금액",6000000,45,3,"Node.js,AWS"
2026.1.12,나라장터 데이터 연동 정보 제공 사이트 구축,2026.1.26,웹 · PC 프로그램,,10000000,40,50,
2026.1.13,실시간 고객 접수 모바일 웹 및 엑셀형 관리자 시스템 구축,2026.1.27,웹,,15000000,60,60,
2026.1.12,"Capacitor활용 웹앱 패키징 및 스토어(Play Store, App Store) 등록 ",2026.1.26,안드로이드 · iOS,,2000000,30,18,
2026.1.20,모바일 웹 주문 프론트 및 파트너 어드민 통합 개발,2026.1.30,웹,"산출물 완성도, 일정 준수, 금액",15000000,75,47,
2026.1.9,임직원 전용 입점형 폐쇄몰 및 포인트 정산 시스템 개발,2026.1.23,웹 · 안드로이드 · iOS,,40000000,90,64,
2026.1.9,그누보드 반응형 웹사이트 개발,2026.1.23,웹,"일정 준수, 산출물 완성도, 금액",2300000,20,41,"Figma,그누보드"
2026.1.9,O2O 자전거 정비 업체 공유 및 예약서비스,2026.1.23,웹 · 안드로이드 · iOS,,25000000,70,3,
2026.1.12,Bubble/Next.js 기반 운동 공간 모니터링 시스템 기능 개선,2026.1.16,웹,,3600000,21,12,"JavaScript,AWS,Responsive Web Design,Python"
2026.1.9,수요자 맞춤 항공 웹 서비스 리디자인,2026.1.21,웹,"산출물 완성도, 금액, 일정 준수",3150000,21,13,Figma
2026.1.9,LED 면휘도 측정 및 OK/NG 판별 프로그램 개발,2026.1.16,PC 프로그램,,4000000,15,12,
2026.1.9,보상형 키우기 게임 기획 및 디자인,2026.1.19,웹,"산출물 완성도, 일정 준수, 금액",4000000,30,12,
2026.1.9,Digital Surf SDK 활용 2D 프로파일 분석 소프트웨어 개발,2026.1.23,PC 프로그램,,10000000,60,6,
2026.1.14,B2B 인력 관리 및 근로계약 자동 생성 플랫폼 개발,2026.1.28,웹 · 안드로이드 · iOS,,45000000,90,34,
2026.1.9,AI 기반 야구 영상 분석 및 스카우트 시스템 구축,2026.1.23,웹,,200000000,180,18,
2026.1.19,Cafe24 연동 3D 트리 및 오너먼트 시뮬레이터 개발,2026.1.26,웹 · 기타,"산출물 완성도, 금액, 일정 준수",10000000,30,11,"Node.js,three.js,AWS S3,React,express.js,MongoDB,Git,JavaScript"
2026.1.9,웹사이트 콘텐츠 수정 및 정기 유지보수 (6개월 계약),2026.1.23,웹 · PC 프로그램,,1200000,180,65,
2026.1.8,와이파이 카메라-PC 간 무선 사진 전송 연결 및 자동 저장,2026.1.22,PC 프로그램,"산출물 완성도, 일정 준수, 금액",2500000,15,9,"Fiddler,wireshark,tcp/ip, http, ftp, rtsp, udp,Python"
2026.1.8,통신 대리점 전용 고객관리 및 업무 자동화 시스템 구축,2026.1.21,웹,"금액, 산출물 완성도, 일정 준수",30000000,90,24,
2026.1.8,UWB 기반 이동 로봇 위치 인식 교육/시연용 레퍼런스 구축,2026.1.19,임베디드 · 기타,,5000000,30,8,"Python,ros2"
2026.1.9,iOS 멤버십 구독 및 결제 서버 동기화 시스템 구축,2026.1.14,웹 · 안드로이드 · iOS,,30000000,30,20,
2026.1.8,AI 안면인식 및 GPS 기반 스마트 근태/정산 관리 시스템 구축,2026.1.20,웹 · 안드로이드 · iOS,,85000000,120,28,
2026.1.8,Flutter 기반 ERP 연동 사내 모바일 시스템 리뉴얼,2026.1.22,웹 · 안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",10000000,50,33,"Flutter,MSSQL"
2026.1.8,알림톡 연동 및 추천 시스템 기능 개발,2026.1.13,웹,,8000000,40,30,PHP
2026.1.7,대학 법인 홈페이지 리뉴얼 기획/디자인/퍼블리싱,2026.1.21,웹,"산출물 완성도, 일정 준수, 금액",2500000,30,25,WordPress
2026.1.7,정보보안 솔루션 UI/UX 디자인 고도화,2026.1.14,PC 프로그램,,2500000,14,27,
2026.1.9,숙박업 전용 생성형 AI 키오스크(SW/HW) 구축,2026.1.21,임베디드 · 기타,"산출물 완성도, 금액, 일정 준수",60000000,180,19,"React Native,OpenAI,phython,computer vision,Android,fastapi,RPA"
2026.1.13,Indico API 및 Eximbay SDK 기반 결제 모듈 구현,2026.1.20,웹,"일정 준수, 금액, 산출물 완성도",3500000,15,10,"HTML,Indico,Python,JavaScript"
2026.1.7,토큰(Variables) 기반의 핀테크 UI 디자인 (5~7P),2026.1.21,웹 · PC 프로그램,"산출물 완성도, 금액, 일정 준수",1300000,14,6,
2026.1.7,학생-기업 매칭 알고리즘 웹(모바일 UI기준) 개발,2026.1.21,웹,"금액, 산출물 완성도, 일정 준수",3000000,30,59,
2026.1.7,스포츠 대회 그래픽 디자인 및 대회 기간 현장 대응 (4일 상주),2026.1.8,기타,"일정 준수, 산출물 완성도, 금액",2500000,90,1,
2026.1.7,핸드폰 사용 금지 앱 구축,2026.1.21,안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",12000000,30,27,
2026.1.7,폐차장 전용 입찰 가치 산정 및 관리 시스템 개발,2026.1.20,웹,"산출물 완성도, 금액, 일정 준수",15000000,60,42,
2026.1.7,공식 홈페이지 React 기반 웹 퍼블리싱,2026.1.11,웹,"일정 준수, 산출물 완성도, 금액",2300000,14,27,"TypeScript,React"
2026.1.6,IOT 센서 안전고리 실시간 체결 감지 앱 MVP 개발,2026.1.20,안드로이드,"산출물 완성도, 일정 준수, 금액",8000000,30,35,"Flutter,Firebase Cloud Messaging,Kotlin,Rest api,Git,React Native,Android,fcm,Firebase Realtime Database"
2026.1.6,조명 및 실링팬 인테리어 3D 가상 배치 시뮬레이션 웹 구축,2026.1.7,웹,"산출물 완성도, 금액, 일정 준수",50000000,120,9,
2026.1.6,C언어 기반 OCPP 1.6 Websocket 통신 시스템을 JAVA로 변경,2026.1.20,임베디드,"산출물 완성도, 일정 준수, 금액",100000000,180,55,"MSSQL,C,Java,WebSocket,OCPP,Spring Boot"
2026.1.6,AI 나레이션 기반 오디오 광고 자동 제작 웹 플랫폼 구축 (API 연동),2026.1.12,웹,"산출물 완성도, 금액, 일정 준수",10000000,60,25,"API연동,웹개발"
2026.1.6,상패/트로피 주문 제작 쇼핑몰/브랜드 홈페이지 구축 및 MES 연동(PHP 필수),2026.1.20,웹,"산출물 완성도, 금액, 일정 준수",35000000,120,19,
2026.1.6,공공데이터포털 자료수집 및 분석을 통한 사정율 예측 웹사이트 개발,2026.1.20,웹,"산출물 완성도, 금액, 일정 준수",8000000,50,25,
2026.1.6,PLC 데이터 연동 모니터링 시스템 서버 이관 및 앱 개발,2026.1.9,웹 · 안드로이드 · iOS · PC 프로그램,"산출물 완성도, 일정 준수, 금액",9000000,50,15,
2026.1.6,실시간 위치 기반 어린이 셔틀버스 안전 서비스 통합 앱 구축,2026.1.20,웹 · 안드로이드 · iOS,,70000000,120,32,
2026.1.6,위치 기반 차량 정보 연동 세차 예약 플랫폼 구축,2026.1.20,웹 · 안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",30000000,90,63,
2026.1.7,php/JavaScript 기반 리워드 앱 템플릿 커스터마이징 개발,2026.1.13,웹,,5000000,30,10,"JavaScript,PHP,HTML,Java,CSS"
2026.1.12,Cloudflare Full-stack 기반 글로벌 OTT 서비스 구축,2026.1.26,웹,"산출물 완성도, 금액, 일정 준수",35000000,90,14,"AI Deep Learning,풀스택,커뮤니티,cloudflare,PG연동"
2026.1.6,해외 고객 대상의 글로벌(영/중) 웹사이트 구축,2026.1.20,웹,,2500000,5,1,
2026.1.5,출판사 공모전 통합 접수/심사 플랫폼 구축,2026.1.8,웹,,40000000,100,1,
2026.1.8,UWB 기반 기반 드론(Crazyflie) 실내 자율 군집비행 레퍼런스 구축,2026.1.19,임베디드 · 기타,,7000000,30,6,Python
2026.2.11,워드프레스 기반 레거시 연동 하이브리드 앱 고도화 및 오디오북 플레이어 개발,2026.2.25,웹 · 안드로이드 · iOS,,45000000,100,37,"React Native,WordPress,MySQL,PHP,Flutter"
2026.1.5,화장품/바이오 제조 기업 공식 홈페이지 리뉴얼,2026.1.19,웹,,4000000,30,44,
2026.1.5,기업 홈페이지 UI/UX 기획 및 디자인,2026.1.16,웹,,3000000,15,32,
2026.1.5,사주 분석 PDF 자동 생성 및 카카오 알림톡 발송 시스템 개발,2026.1.8,웹 · 안드로이드 · iOS · PC 프로그램,"산출물 완성도, 금액, 일정 준수",5000000,30,29,
2026.1.6,Cafe24 쇼핑몰 구축 및 크리에이터 어필리에이트 시스템 개발 (상주 필수),2026.1.15,웹,"산출물 완성도, 금액, 일정 준수",100000000,180,7,
2026.1.6,농업용 IOT 기기 네트워크 통신부 리팩토링 ,2026.1.8,웹 · 임베디드 · 기타,"산출물 완성도, 일정 준수, 금액",15000000,60,5,"network,C++,embedded linux,mqtt,AWS iot,RaspberryPi"
2026.1.5,한일 주짓수 O2O 플랫폼 구축,2026.1.19,안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",50000000,120,58,"iOS,React Native,adnroid,Flutter"
2026.1.5,상업용 조리 자동화 장비 렌탈 및 구독 관리 플랫폼 구축,2026.1.19,웹,,50000000,90,38,
2026.1.5,카페 24기반 화장품/바이오 제조 기업 공식 홈페이지 구축,2026.1.5,웹,,5000000,30,5,
2026.1.5,프로젝트 컨텍스트 분석 기반 기업용 기술 문서 자동화 솔루션 구축,2026.1.6,웹,,20000000,45,20,"Gemini,React,next.js,Python"
2026.1.5,노코드 툴 이용 쇼핑몰 판매 데이터 시각화 대시보드 구축,2026.1.19,웹,,4000000,30,14,
2026.1.5,AI 기반 3D 포토그래매트리 키오스크 시스템 구축,2026.1.19,웹,,40000000,120,6,
2026.1.5,물류 오더 관리 및 사고 접수(FNOL) 플랫폼 개발,2026.1.6,웹 · 안드로이드 · iOS,,45000000,90,22,
2026.1.5,자기장 효능 안내 및 위치 기반 알림 서비스 구축,2026.1.7,안드로이드 · iOS,,15000000,60,32,
2026.1.5,미디어 콘텐츠 B2B 거래 및 관리 플랫폼 구축,2026.1.19,웹,"일정 준수, 산출물 완성도, 금액",30000000,60,23,
2026.1.6,의사 대체근무 스케줄 매칭 플랫폼 MVP 구축,2026.1.7,웹,"산출물 완성도, 금액, 일정 준수",10000000,60,35,
2026.1.5,실내 체험형 LED 발판 게임 유니티(Unity) 콘텐츠 개발,2026.1.19,PC 프로그램 · 기타,"산출물 완성도, 금액, 일정 준수",10000000,30,21,"Windows,C#,하드웨어연동,Unity"
2026.1.5,제공하는 API를 연동 분석용 모바일웹 3P 개발,2026.1.8,웹,,1000000,3,19,
2026.1.5,반응형 웹 기반 통합 브랜드 랜딩 페이지 및 SNS 피드 월 구축,2026.1.16,웹,"산출물 완성도, 금액, 일정 준수",10000000,50,20,
2026.1.5,매장 내 실시간 테이블 소통 및 이벤트 관리 프로그램 구축,2026.1.19,웹 · 안드로이드,,18000000,45,54,
2026.1.2,안드로이드 기기 컨텐츠 송출 솔루션(웹 관리자 포함) 구축,2026.1.16,웹 · 안드로이드,"산출물 완성도, 금액, 일정 준수",30000000,60,20,"Java,Spring Boot,Android"
2026.1.2,중대재해 사이렌 데이터 수집 및  및 예방 대책 자동 알림 서비스 개발,2026.1.16,PC 프로그램,,7000000,30,39,
2026.1.2,가상화폐 논 커스터디얼 지갑 개발,2026.1.2,안드로이드 · iOS,"일정 준수, 산출물 완성도, 금액",60000000,120,0,"Solidity,Unit Testing,Electron,AWS,express.js,Docker,smart contracts,tronweb,React Native,web3.js,CI,Node.js"
2026.1.2,쇼피파이 기반 해외 쇼핑몰 구축,2026.1.12,웹,,3000000,30,8,
2026.1.2,일기 쓰기 기반 리워드앱 MVP 개발,2026.1.15,안드로이드 · iOS,"산출물 완성도, 금액, 일정 준수",8000000,60,50,
2026.1.2,실시간 외부 소스 데이터 동기화 및 보조 정보 제공 Flutter 앱 개발,2026.1.15,안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",10000000,90,25,
2026.1.2,차량용 안심번호 ARS 연동 웹사이트 구축,2026.1.16,웹,"산출물 완성도, 금액, 일정 준수",10000000,25,21,
2026.1.6,워드프레스 기반 공식 대리점 홈페이지 구축(GEO/SEO 특화),2026.1.16,웹,,8000000,60,10,WordPress
2026.1.6,인터랙티브 밸런스 게임을 활용한 여행 스타일 분석 서비스 개발,2026.1.14,웹 · 안드로이드 · iOS · 기타,"산출물 완성도, 금액, 일정 준수",8000000,40,12,
2026.1.5,AI 기반 핀테크 서비스 재정의 및 프로덕트 UX 기획 ,2026.1.14,웹 · 안드로이드 · iOS,,11000000,90,21,
2026.1.8,커머스 플랫폼 UI/UX 리뉴얼 및 기능 고도화,2026.1.22,웹 · 안드로이드 · iOS,,8000000,30,25,
2026.1.5,발렛 주차 관리 플랫폼 MVP 구축,2026.1.19,웹 · 안드로이드 · iOS,,20000000,90,73,
2026.1.5,실시간 골프 티타임 예약 및 조인 매칭 플랫폼 구축,2026.1.19,웹 · 안드로이드 · iOS,"산출물 완성도, 일정 준수, 금액",15000000,50,46,
2026.2.11,솔루션 기반 반응형 웹사이트 구축,2026.2.25,웹,,3600000,60,29,
2026.1.5,부동산 가치 분석 및 개인화 직거래 매칭 플랫폼 구축,2026.1.19,웹,,40000000,90,33,
2026.1.12,왓츠앱 연동 및 제품 소개 기업 홈페이지 구축,2026.1.26,웹,,5000000,30,51,
2026.1.5,의류 커스텀 쇼핑몰 리뉴얼 구축,2026.1.19,웹,"산출물 완성도, 금액, 일정 준수",40000000,90,17,
2026.1.22,주문 접수 자동화 및 자동 송장 출력 기능 개발,2026.2.5,웹,,5000000,60,34,
2026.1.29,의학 용어 특화 STT 및 LLM 기반 리포트 자동화 윈도우 앱 PoC 개발,2026.2.2,PC 프로그램,"산출물 완성도, 금액, 일정 준수",15000000,60,33,